Mixture	B cells	T cells CD8	T cells CD4	Macrophages	Dendritic cells	Mast cells	Myocytes	CAFs	Endothelial cells	Malignant cells	P-value	Correlation	RMSE
Mel53	0.00009654383006268	0.34959660852697572	0.60017376650095133	0.01822303350717479	0.01296377392111615	0.00000000000000000	0.00000000000000000	0.00834018067528286	0.01060609303843667	0.00000000000000000	0.00000000000000000	0.71365854964911879	0.79674314211528985
Mel58	0.00017784268248140	0.55674433078076124	0.43641285932537438	0.00229395435090950	0.00437101286047331	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.72692131753420153	0.77520332614748455
Mel59	0.00000000000000000	0.00000000000000000	0.00077043678065272	0.02650068632330066	0.12113440228051676	0.00000000000000000	0.00000000000000000	0.85159447461552995	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.49941951255805983	0.87680523399687194
Mel60	0.04967260040449489	0.13725476501379941	0.80013520888311829	0.00693525006376780	0.00600217563481961	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.53366703188876108	0.87214460143202355
Mel65	0.00071121154505419	0.33460018969534849	0.63391692637868258	0.00230888245214254	0.02841207803057399	0.00000653302617595	0.00000615089324482	0.00000000000000000	0.00002023357787787	0.00001779440089987	0.00000000000000000	0.69827809696904164	0.80164809297192363
Mel67	0.00033751990024256	0.11936764980351168	0.87791589860898145	0.00000000000000000	0.00237893168726426	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.58317138672227409	0.85304325460029740
Mel71	0.00000000000000000	0.47045311223676645	0.46538932445271880	0.00330628454453683	0.06079625030724321	0.00000014212586074	0.00000000000000000	0.00000000000000000	0.00003975809284411	0.00001512824003011	0.00000000000000000	0.75865935803879614	0.76924134324989957
Mel72	0.00206872075454244	0.01536231597791432	0.97754586021340939	0.00209557072055665	0.00292253806383357	0.00000499426974369	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.61403039686605276	0.84338533986871500
Mel74	0.00017174065519450	0.71440942975715116	0.26956823955199294	0.00669231435438452	0.00910109807758857	0.00000057387795925	0.00000000000000000	0.00004271089176368	0.00000000000000000	0.00001389283396554	0.00000000000000000	0.77819246784219975	0.73858113114195334
Mel75	0.00000000000000000	0.78121231178851769	0.21605801699937408	0.00272967121210821	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.58168122419399271	0.83308919763266420
Mel78	0.09398865693412664	0.00000000000000000	0.52217248455534093	0.00745394020681820	0.21634531320195735	0.00033372707451830	0.00000000000000000	0.14780604246840837	0.01080755993299137	0.00109227562583873	0.00000000000000000	0.45104502417376197	0.90586003107001067
Mel79	0.00027213182911937	0.49891989066691478	0.49322939410046751	0.00055353946504651	0.00667219865244698	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00035284528600483	0.00000000000000000	0.00000000000000000	0.73027643784040241	0.77736393909836787
Mel80	0.00145691483649557	0.22649423012992223	0.74566492242759164	0.00000000000000000	0.01877724891119666	0.00000000000000000	0.00000000000000000	0.00074984958432035	0.00685683411047372	0.00000000000000000	0.00000000000000000	0.74692646870983270	0.78671637921618409
Mel81	0.00099086776077829	0.41617104602053340	0.57335767223688017	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00948041398180823	0.00000000000000000	0.00000000000000000	0.67524479314412345	0.80718917681343061
Mel82	0.00131191375772583	0.06600450801833187	0.82057755519501285	0.01731211351444320	0.06133912474582072	0.00040101605571520	0.00000000000000000	0.03305376871295026	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.82214148920001640	0.77077264485437802
Mel84	0.00446694204339433	0.20979815454753037	0.63630603870921909	0.09188292136418544	0.05754594333567076	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.67996132171222246	0.81653761738307951
Mel88	0.00432301239376959	0.17965702185624438	0.67124031556156716	0.11235463681306543	0.02922617821024819	0.00000000000000000	0.00000000000000000	0.00319883516510521	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.73345716661515170	0.79554996580091053
Mel89	0.00432239219842523	0.29680445533322297	0.64854309913326302	0.01141339184745713	0.03891666148763178	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.68124386832595307	0.81154575400896012
Mel94	0.00688242114738278	0.00000000000000000	0.95563673953763517	0.00445753617029179	0.00851040135786290	0.00000000000000000	0.00000000000000000	0.01113928291809632	0.01337361886873097	0.00000000000000000	0.00000000000000000	0.64582837692406703	0.83523512368021002
