Samples	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Malignant	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Endothelial_cells	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__CAF	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__T_cells_CD8	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__NK_cells	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__Macrophages	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__T_cells_CD4	CBSX__scRNA-Seq_melanoma_Tirosh_sigmatrix_SuppFig_3-b__B_cells
5085	0	0	0	0	0.14580759282472047	0.0713137187619551	0.6474294726182406	0.13544921579508387
5087	0	0	0	0	0.14208775176167798	0.05031244103983201	0.5698297474899692	0.23777005970852072
5088	0	0	0	0	0.22953175559746583	0.06053048116936289	0.5826761959130721	0.12726156732009908
5091	0	0	0	0	0.23429898267119853	0.06459727572653286	0.52092411642345	0.18017962517881855
5092	0	0	0	0	0.2000310317310565	0.01229019035375166	0.5596980957630697	0.22798068215212217
5093	0	0	0	0	0.1285972218161537	0.08004639172874012	0.6780567452566116	0.11329964119849464
5094	0	0	0	0	0.31945836971730385	0.04493548103844758	0.4790516706654825	0.15655447857876606
5095	0	0	0	0	0.2659224706616871	0.03949391095904058	0.5264500460727048	0.16813357230656745
5097	0	0	0	0	0.14170753398611888	0.0358379257290411	0.7436176758002744	0.07883686448456566
5098	0	0	0	0	0.16012666267935696	0.07029322259587169	0.5933737132992973	0.17620640142547395
5103	0	0	0	0	0.24695592888384008	0.108489705250081	0.539675202819037	0.10487916304704194
5104	0	0	0	0	0.2778676275909607	0.04142750687528843	0.5692236733339683	0.11148119219978268
5105	0	0	0	0	0.18073996716865867	0.06422292855406865	0.6175094107755663	0.13752769350170646
5108	0	0	0	0	0.19922567360698976	0.02491863282979501	0.574947971438746	0.2009077221244692
5115	0	0	0	0	0.21621555488491143	0.18184595276409293	0.5644497518311887	0.03748874051980686
5117	0	0	0	0	0.22651827443355269	0.03008219548854279	0.48793953338678686	0.25545999669111774
5120	0	0	0	0	0.14904542522039774	0.0938851762402164	0.6656830377320054	0.09138636080738034
5122	0	0	0	0	0.13935666969477722	0.01933356275957039	0.8248965640512347	0.01641320349441766
5124	0	0	0	0	0.16308810297946283	0.00106494095524828	0.6333102398537037	0.20253671621158512
5133	0	0	0	0	0.26810608489332094	0.03929864068054258	0.6925952744261364	0
5137	0	0	0	0	0.25539754212062915	0.02208666832369861	0.6294929258861426	0.0930228636695298
5138	0	0	0	0	0.1888910416297072	0.04130013467502093	0.4356515083620536	0.33415731533321824
5140	0	0	0	0	0.13648903527452788	0.00761593576063	0.6594268156723792	0.19646821329246297
5143	0	0	0	0	0.23344427777569887	0.07494399632956524	0.4828462999662594	0.20876542592847644
5149	0	0	0	0	0.19655642509086044	0.03581265944656465	0.6442457160058533	0.12338519945672152
5152	0	0	0	0	0.23295483137710307	0	0.5900470745814382	0.17699809404145872
5153	0	0	0	0	0.2380690275341168	0	0.5722654602358975	0.18966551222998573
5154	0	0	0	0	0.22054806545126204	0.02423825769694836	0.6677196185872893	0.08749405826450037
5155	0	0	0	0	0.23057262071095952	0.02746380282676863	0.4915206858565894	0.25044289060568226
5158	0	0	0	0	0.3931255098265348	0.02990350754850138	0.4234557115818	0.15351527104316398
5171	0	0	0	0	0.18658173611421677	0.05460352816692819	0.5866994434034187	0.17211529231543635
5172	0	0	0	0	0.22517372357712057	0	0.5881107614399333	0.18671551498294625
5175	0	0	0	0	0.20276355979502836	0.01645901172221796	0.6642338964490532	0.11654353203370044
5179	0	0	0.00133926063291078	0	0.17910735821370338	0.02885234501987626	0.6269999858590177	0.16370105027449186
5180	0	4.584459949442e-5	0.00217814083539563	0	0.16012995038544053	0.00131551511891986	0.7251030481814794	0.1112275008792702
5182	0	0	0	0	0.1719075859326673	0.01408417866250775	0.6583380775647366	0.15567015784008828
5187	0	0	0	0	0.27740472832034246	0.07357128884876847	0.5618926217271509	0.08713136110373822
5188	0	0	0	0	0.2756795970313955	0.06556351749096032	0.4894346848781708	0.16932220059947348
5190	0	0	0	0	0.19434526902614452	0.03651696316642582	0.5708036869675499	0.19833408083987977
5191	0	0	0	0	0.21247770421656953	0.03444726214268889	0.5531035585029952	0.19997147513774635
5192	0	0	0	0	0.2959850443918731	0.05291387963942586	0.621800565044621	0.02930051092408004
5194	0	0	0	0	0.18501850602098885	0.0353821343998676	0.4593642799250809	0.3202350796540627
5209	0	0	0	0	0.2309382752160042	0.00102793712639988	0.70039462519532	0.06763916246227576
5210	0	0	0	0	0.225166930356984	0.0885305109209054	0.6287631724619708	0.05753938626013987
5217	0	0	0	0	0.1910361105697402	0.02552991068058801	0.48246366182654415	0.30097031692312765
5220	0	0	0	0	0.23593564857933927	0	0.6816272486838042	0.08243710273685667
5222	0	0	0	0	0.2150839413256851	0.07285428212197478	0.6231494707898634	0.08891230576247665
5224	0	0	0	0	0.14247506121228015	0.05369200625094126	0.6727456545905381	0.13108727794624048
5225	0	0	0	0	0.2643237464634995	0.04312618869259213	0.43980069624677137	0.25274936859713715
5226	0	0	0	0	0.30953223990183104	0.03254862752613098	0.48178094290468687	0.17613818966735112
5233	0	0	0	0	0.25218776014266236	0.06868426954818187	0.5819285415342721	0.0971994287748837
5250	0	0	0	0	0.29828593006331816	0.03490855968027425	0.4998604593134868	0.16694505094292067
5251	0	0	0	0	0.16059346986135792	0.0546793680587721	0.4985625001806201	0.28616466189924983
5252	0	0	0	0	0.1476146388660547	0.01329338658562479	0.6038985100732339	0.2351934644750866
5260	0	0	0	0	0.2117213723062876	0.01632734051435343	0.6055539045139161	0.16639738266544293
5262	0	0	0	0	0.33564710643508316	0.0160101051175074	0.5700295213122439	0.07831326713516552
5267	0	0	0	0	0.24378696516447393	0.03117135358345226	0.5093356226068351	0.21570605864523887
5271	0	0	0	0	0.1613221909337781	0.01238040217722263	0.7127580760518595	0.11353933083713975
5275	0	0	0	0	0.17043857112512817	0.01513314191668929	0.6844964078284322	0.12993187912975043
