Gene	CD4Neg	CD4Pos	CD8Neg	CD8Pos
A1BG	0.0420266275314625	0.0585359531176507	0.133313991056028	0.138089514050675
A2M	0.000592970939514715	0.000316822265254156	0.000951033013628504	0.0012895910490641
A4GALT	0.000714972586366461	0.00156210563032153	0.000514634334790082	0
AAAS	0.00451574941866833	0.00341874248898796	0.0129814912053994	0.0333294635313231
AACS	0.00115762098802997	0.000994835990108261	0.00511912643371087	0.00490842281603851
AAGAB	0.00337761895895059	0.00496808536948046	0.0137294109877634	0.0197347772192408
AAK1	0.00727505470203869	0.00731516165675105	0.0184272780449806	0.0240037216193651
AAMDC	0.00128023557432032	0.00152875390931483	0.00352734758233022	0.00329320907037179
AAMP	0.0499223020953106	0.0786674404965546	0.220325743799796	0.201463980677148
AAR2	0.00369306416921965	0.00664538374202249	0.0144970735414583	0.0107067411676911
AARD	0.000595191009560521	0	0.00126178498482398	0
AARS2	0.00321439509456214	0.00302452392364739	0.00567724409473016	0.0212848711357394
AARSD1	0.0169534347300719	0.0105175233921881	0.0461926875714232	0.0342464088632329
AASDH	0.00288839637084729	0.00486766848216787	0.00901569915837313	0.0152781114408933
AASDHPPT	0.0150514565301797	0.0199116078479169	0.0488374523531203	0.0850620366029139
AASS	9.97206759279762e-05	0	0.000583344284992198	0
AATBC	0.000184755274949519	0	0	0
AATF	0.0051923943421803	0.00794250889880392	0.0197223152712553	0.0254796941338279
AATK	0.000367315584835143	0	0.000183439967374983	0.00113033960849156
ABAT	0.00175100030370153	0.00141432896262407	0.00637582584680405	0.00792835446027289
ABCA1	0.000347803757477199	0.00010593909126378	0.000974957461487303	0
ABCA10	6.63395155338765e-05	0	0	0.000656606271839668
ABCA2	0.00594017939804196	0.00970207035319349	0.0419046901343111	0.0342131638632732
ABCA3	0.000282280876812333	0.000238365096495808	0.000634048274794287	0.000976736270933105
ABCA5	0.00253203628503244	0.00037405642711487	0.00399761327612184	0.000769778508824651
ABCA6	2.22798510084533e-05	0	0	0
ABCA7	0.00533237508731401	0.00473137901411092	0.0124419931814672	0.00706139748279877
ABCA9	0	0	0	0
ABCB1	0.000220428813512744	0	0.00349341452802504	0.00578066070596516
ABCB10	0.00210879042293319	0.00254929103054326	0.00670926803628925	0.0103354676654265
ABCB4	1.79339240663547e-05	0.000196870155200321	0.000262774357149843	0
ABCB6	0	0	0.000931021219847287	0
ABCB7	0.00230781524004081	0.00340652075871594	0.00646584094840074	0.0072920317328388
ABCB8	0.014078623103085	0.0155170601835203	0.0370406293954178	0.0545627256167229
ABCB9	0.000370902989993205	0.000508949748909216	0.000844958444315896	0
ABCC1	0.00194694108185505	0.00262915377186788	0.00628066866589409	0.00555813307156346
ABCC10	0.0056719608658856	0.00819947499102456	0.0254164682488602	0.0258762217470779
ABCC2	8.06225318383093e-05	0	0.000147353114344195	0.000907975856958992
ABCC3	0.000122298251845101	0.000537012997989498	0.000810330346064312	0
ABCC4	0.000192199050712072	0.000111045814633764	0.000375186724250516	0.000462372972552541
ABCC5	0.000928722768092411	0.00120113897524418	0.00401488291928594	0.00233120191579963
ABCC6	0.000113394269762222	0.000207464796924514	0.000276662001592506	0.000852382452525484
ABCD1	0.0020625939589834	0.00150500157406884	0.00527940918655717	0.00591476665576189
ABCD2	0.000516771217732115	0.000887338505166766	0.0035454990197457	0.00910292803879154
ABCD3	0.00164420831024148	0.00139488094184387	0.00567774926793584	0.00319841953482516
ABCD4	0.0211969300205078	0.0280876535136955	0.0779849895592229	0.0702122793937592
ABCE1	0.0212683148298965	0.0281406503630356	0.0652118941253642	0.0657732173469587
ABCF1	0.0382654742332673	0.0396244047802613	0.126773203006248	0.128118740779022
ABCF2	0.000943193423423874	0.000941266572712079	0.00118369628552536	0
ABCF3	0.0303567078649659	0.0562712601435704	0.123764113604439	0.0708648723547802
ABCG1	0.00370714572317432	0.00295857838363132	0.0136236681618814	0.0180823398804055
ABCG2	3.01042694900331e-05	0.000173907143234879	0.000116293759769733	0.000456449718888758
ABCG8	2.74840267099483e-05	0	0.0003991082898783	0
ABHD1	0.00233685123489953	0	0.00741865408205373	0
ABHD10	0.0066481862863411	0.00410076528123117	0.0243123218748698	0.0197383019556067
ABHD11	0.0154071649987881	0.0429194572803966	0.0446799724358077	0.0275313734913977
ABHD12	0.00198238039070809	0.00348812853666809	0.00692137925259693	0.0137130215131119
ABHD12B	0	0	0	0
ABHD13	0.0222737373228125	0.0220482747380161	0.0574995097730712	0.0398267909141643
ABHD14A	0.0226339675956674	0.0344396263928294	0.0573878590373961	0.062583002948294
ABHD14B	0.0460479619371514	0.0571616284223904	0.0993528177540193	0.142913351787636
ABHD15	0.0192615383608464	0.0253904936644302	0.0588163925134952	0.109186055007803
ABHD16A	0.00143826376870935	0	0.00340685180062324	0.00869509983355885
ABHD17A	0.157159931235159	0.182882580384631	0.435673233682687	0.400113343828869
ABHD17B	0.00405805268052886	0.00396753118102466	0.0133850278915958	0.0135510161706976
ABHD17C	0.000464685165988131	0.000612131335510657	0.00252554352009207	0.00130638552429386
ABHD18	0.00327393584734109	0.00513176898377206	0.0113898120736954	0.00900457242272763
ABHD2	0.00179258965681498	0.00259411995951039	0.00546425551364645	0.00903342889987466
ABHD3	0.00774201807515005	0.00658074524656208	0.0222466773075247	0.025068784154774
ABHD4	0.00197449442761319	0.00591138219339556	0.0120273274540442	0.0190244541031669
ABHD5	0.0107640623986461	0.00822206825823146	0.0345994417920563	0.0387804264341221
ABHD6	0.00130890801311489	0.00185776734113569	0.00614988918350195	0.0179568585051323
ABHD8	0.00300646455089701	0.00411698681863649	0.00626794014168358	0
ABI1	0.00650771181896521	0.00701502855115786	0.0155603270150532	0.0222612332903195
ABI2	0.00211895533243857	0.00340830153730314	0.00837728066675053	0.0128478643328281
ABI3	0.0194190130471549	0.0394475251351509	0.126007311589373	0.154819075131685
ABL1	0.0006528914092102	0.00107213462798539	0.00328480934224343	0.00407983392933057
ABL2	0.00144354493827432	0.000821828557902117	0.00335082251721126	0.00148412546093614
ABLIM1	0.00186075454802469	0.00157469158544177	0.00672083405985977	0.00832758205370179
ABLIM2	2.93979267624039e-05	0	0.000108790830861783	0
ABLIM3	1.19091532086816e-05	0	0	0
ABR	0.00206513486359075	0.0015983763371886	0.00822702420228403	0.0066006212092257
ABRACL	0.102474705532559	0.123978486676715	0.226773485881281	0.208111949698279
ABRAXAS1	0.00278842846418783	0.00217952333263478	0.00482967873145896	0.00198400135825648
ABRAXAS2	0.00684261283658736	0.00744959538063803	0.0233482508549803	0.043221152315696
ABT1	0.122475059346369	0.163182962235226	0.388399875641533	0.333049846128986
ABTB1	0.0505933830496307	0.0764756099712619	0.139651902641806	0.184786075827101
ABTB2	0.000124812243144891	0.000301768248386894	0.00216765526227685	0.00282211316330538
ACAA1	0.0139386558047093	0.0214403881204381	0.0363204589607366	0.039631232613605
ACAA2	0.0113885827870822	0.0180259664984861	0.0468192800352055	0.0627897079146145
ACACA	0.000259451464318381	0.000336975209136549	0.00132085663059962	0.00060172552223734
ACACB	0.000338697649415499	0.000514137295000994	0.000899498374526981	0.00170542255917643
ACAD10	0.000638015584672586	0.000435758605220734	0.00196760024283781	0.000894366963506302
ACAD11	0.000174683596462865	0	0.000715073978080214	0
ACAD8	0.00831085176703457	0.0165775484701285	0.0387176985188631	0.0516689063145566
ACAD9	0.00219815242243304	0.00377285516697713	0.0101588041450406	0.0118427860934077
ACADM	0.00327585147354452	0.00502853254810545	0.0144105104814824	0.0185737417884377
ACADS	0.00758808868314229	0.017085864616114	0.0235439343545871	0.0357976688880403
ACADSB	0.00237604907094634	0.00312120335559452	0.00733147437728211	0.0121309792280396
ACADVL	0.080555998546765	0.109177992710608	0.216046372365936	0.268806122845794
ACAP1	0.145946804074564	0.190990524251453	0.314835217444019	0.402282091784771
ACAP2	0.00436268689084097	0.0051607046563671	0.0148690274345403	0.0197558091060215
ACAP3	0.00842981761328864	0.0126232532008468	0.0373677432419655	0.0470375218969671
ACAT1	0.0100090629414459	0.00864568537716445	0.0245795173133258	0.0395076863374933
ACAT2	0.0216585864616712	0.0351231549701622	0.0706480064435796	0.106721974986508
ACBD3	0.0144812375569911	0.0163323287211976	0.0461963270246186	0.0519794198518868
ACBD4	0.00508118595259002	0.00566362532126172	0.00770334519655663	0.0142401838347775
ACBD5	0.00297286123154214	0.00511218101762264	0.0138532201957658	0.0140691269169995
ACBD6	0.00117993942136749	0.0013785176544411	0.00434190090420795	0.00433946302104136
ACCS	0.00170661966723027	0.00244362591336196	0.0100789281795499	0.0191163824744706
ACD	0.0629984078557553	0.0710374145784875	0.206140110195086	0.147533972867703
ACE	0.00126048868619343	0	0	0
ACER2	3.21521915388869e-05	0	0.000232444095140563	0
ACER3	0.000730714043431044	0.000846157504555987	0.00279491369579779	0.0035111787534564
ACHE	0.000361480047430282	0	0.00581497232095096	0
ACIN1	0.0160120228101961	0.0172603516695276	0.0589496957519365	0.0686765419155595
ACKR3	0.000368521158160735	0	0	0
ACLY	0.00486395333462139	0.00829469139538043	0.0146750127169674	0.013486632361926
ACO1	0.000846930762265966	0.00154419670381032	0.0039180365152696	0.00382792277993145
ACO2	0.0051569791619509	0.00764467782847262	0.0181609163001126	0.0196800379770377
ACOD1	0.000453732059428142	0.00141786092043058	0.00258583861611402	0
ACOT11	5.84021144110907e-05	0	0.00064384219694669	0
ACOT13	0.00599231420532556	0.00684149255855787	0.0146581399456078	0.0106276599417191
ACOT2	0.00302728566361942	0	0.0145656662822245	0.0192326246624475
ACOT4	0.00838546975490874	0.00825368065336925	0.0277742901269354	0.0475395918310244
ACOT7	0.00115247225401582	0.00364576904599281	0.00717463005056146	0.00703918695497977
ACOT8	0.00899540933732295	0.00950000813280605	0.0314683418433598	0.0511625253236223
ACOT9	0.00925887299719155	0.0107045566182506	0.0247203918678063	0.0330180587820415
ACOX1	0.00338107905333068	0.0075399548614314	0.015216706557571	0.0131285361163217
ACOX2	0	0	0	0
ACOX3	0.00173565148561265	0.00510308745395273	0.00625929582154318	0.00475106134079579
ACOXL	2.2044964136562e-05	0	9.76858661509252e-05	0
ACP1	0.0498332512702132	0.0778155274891947	0.175465464295425	0.170442891533056
ACP2	0.0139040899787482	0.0119071080497342	0.0382187599037948	0.0665885649486174
ACP5	0.12965418727337	0.278304458043516	0.483142188165318	0.962155526960322
ACP6	0.00240350324831788	0.00433767062337692	0.00642932657234275	0.00911607427379897
ACRBP	0.000555335887988031	0.00152405382742783	0.000919932558927872	0
ACSBG1	3.6102950223671e-05	0	0.000264467205357848	0.000814810866031085
ACSF2	0.000822456516261026	0.00316043650152289	0.00271419016700585	0.00841928690073522
ACSF3	0.00305398685526013	0.00584475679658825	0.0108409897831242	0.0118659415852513
ACSL1	0.00210862867589997	0.00425451623060552	0.0114069779416396	0.00763480629145896
ACSL3	0.00343565841482774	0.00391977596395673	0.01073272285785	0.00839237688169924
ACSL4	0.00260240620694283	0.00545830736690462	0.00981688444702564	0.0145399919515002
ACSL5	0.00438423634045782	0.00510518130870387	0.0137187164855402	0.0191577533711206
ACSL6	0.00148866690877826	0.000744444048272314	0.00197855248231901	0
ACSM3	5.31359085335909e-05	0	0.000168505712273163	0
ACSS1	0.0067854023369198	0.0105970788630652	0.0365277217724504	0.041407639465108
ACSS2	0.000377622456232284	0.000276357408044151	0.000183181245714079	0
ACTA1	0.000382414552212084	0	0.00219407655575051	0
ACTA2	0.00348033735987067	0.00759749099185639	0.00482605834500386	0.00672057139274749
ACTB	0.227886982218545	0.260244135504898	0.498953327822723	0.544805120711086
ACTG1	0.452267243388782	0.516749647431843	0.923798551672195	0.956902106046622
ACTG2	0.00060399938818802	0.00428250346664533	0.00054159314243961	0
ACTL10	0.00810565338922936	0.0108678521130612	0.0216067447734215	0.0332846758771516
ACTL6A	0.00795298378328763	0.012180167357974	0.0259806251375078	0.0306588823579886
ACTN1	0.000947418356277182	0.000590575511798247	0.00138540998350926	0.00121953776779659
ACTN2	0	0	0.000207195360288029	0
ACTN4	0.016117602986708	0.0201880744047229	0.0585265164819897	0.0713808984547274
ACTR10	0.0138126020941365	0.0213194359182838	0.0532426054757386	0.0617836972374204
ACTR1A	0.0129166802630233	0.0204195763060285	0.0498638176407443	0.0548245414293326
ACTR1B	0.046987655937459	0.0624900814609697	0.11724811729999	0.12166508827367
ACTR2	0.0399590022488886	0.0481195509128515	0.102561513144559	0.123990177480711
ACTR3	0.0259592551112722	0.0333076948025888	0.0665732964223014	0.078854674562445
ACTR3B	0.00055575380714783	0.000487334478320739	0.00184853506768009	0
ACTR3C	0.00074324637207695	0.000777048374017315	0.00168578676452011	0.00239715172888904
ACTR5	0.00360565368579063	0.00501805774594984	0.0189340067233255	0.0286539683400056
ACTR6	0.00779680974870699	0.00774258646221754	0.0280474202180855	0.0313664078723026
ACTR8	0.0129402108736025	0.013700207576084	0.0559750362962685	0.0660873735582961
ACTRT3	0.00203055823744116	0	0.0168408538928489	0.042590643404152
ACVR1	0.000610487042903064	0.000955678351014939	0.00104867152243207	0.00230779073133861
ACVR1B	0.00159466647253402	0.00135442999191537	0.0017861254048816	0.00412722548913711
ACVR1C	0.000237895129092345	0	0.000102003789503577	0
ACVR2A	0.000762816039873082	0	0.00168235499418976	0.00148093017855888
ACVR2B	0.0015554721351907	0.00117062586877737	0.00153710389575545	0.0045729264632234
ACVRL1	8.21344060418956e-05	0.000901632749471146	0	0
ACY1	0.000210856106995272	0.00231467883746495	0.00133031207691555	0
ACY3	0.000156925231743828	0	0	0
ACYP1	0.0148482728512796	0.0177347697468856	0.0321627008265507	0.0565756116383763
ACYP2	0.000508129195216714	0.000654911005143063	0.00112552853482014	0.00155946066467267
ADA	0.010079881444901	0.013364910280395	0.0311308260874111	0.0328392003419957
ADA2	0.00291448722066215	0.00451713310829928	0.00758540470587956	0.0173033827582756
ADAL	0.00337923250769677	0.0031112176968079	0.0156630572676093	0.0225437643758361
ADAM10	0.00401935682496834	0.00425321565615008	0.00898536882454129	0.0096467629140003
ADAM12	0.000382141488709676	0.000464656460658633	0.000257868565297731	0.000173499170573098
ADAM15	0.00505577215467205	0.00715769276653193	0.0158077920151251	0.01117058565399
