signature,SEX - coef prop,AAGE - coef prop,TMB - coef prop,SEX - ROC AUC,SEX deconv only - ROC AUC,SEX - diff ROC AUC,AAGE - ROC AUC,AAGE deconv only - ROC AUC,AAGE - diff ROC AUC,TMB - ROC AUC,TMB deconv only - ROC AUC,TMB - diff ROC AUC,SEX - AP,SEX deconv only - AP,SEX - diff AP,AAGE - AP,AAGE deconv only - AP,AAGE - diff AP,TMB - AP,TMB deconv only - AP,TMB - diff AP,SEX - MCC,SEX deconv only - MCC,SEX - diff MCC,AAGE - MCC,AAGE deconv only - MCC,AAGE - diff MCC,TMB - MCC,TMB deconv only - MCC,TMB - diff MCC
quanTIseq,0.0048239128457925814,0.04316111581826189,0.16803009790643822,0.5714285714285714,0.5714285714285714,0.0,0.5267857142857142,0.5714285714285714,-0.044642857142857206,0.5714285714285715,0.5,0.07142857142857151,0.3940332196952008,0.3940332196952008,0.0,0.3639878682212778,0.3940332196952008,-0.030045351473922954,0.5327380952380952,0.5102564102564102,0.022481684981685013,0.2526124011407279,0.2526124011407279,0.0,0.17857142857142858,0.2526124011407279,-0.07404097256929934,0.05143444998736397,-0.2672612419124244,0.31869569189978836
MCP,0.0,0.0,0.16479102673919013,0.45535714285714285,0.45535714285714285,0.0,0.4107142857142857,0.45535714285714285,-0.04464285714285715,0.6904761904761905,0.738095238095238,-0.04761904761904756,0.29910342925048805,0.29910342925048805,0.0,0.27916384502518954,0.29910342925048805,-0.019939584225298512,0.750534188034188,0.7132936507936508,0.03724053724053722,-0.11952286093343938,-0.11952286093343938,0.0,-0.11952286093343938,-0.11952286093343938,0.0,0.4147575310031266,0.23809523809523808,0.17666229290788854
XCELL,0.0,0.0,0.030783419520145527,0.5267857142857142,0.5267857142857142,0.0,0.5267857142857142,0.5267857142857142,0.0,0.5952380952380952,0.6190476190476191,-0.023809523809523836,0.4309063090118991,0.4309063090118991,0.0,0.4309063090118991,0.4309063090118991,0.0,0.6305916305916306,0.6472582972582972,-0.016666666666666607,0.13122266479195596,0.13122266479195596,0.0,0.13122266479195596,0.13122266479195596,0.0,0.09759000729485333,0.09759000729485333,0.0
EpiDISH_BPRNACan,0.0,0.0,0.0866775513987404,0.4955357142857143,0.4955357142857143,0.0,0.4955357142857143,0.4955357142857143,0.0,0.5476190476190477,0.5952380952380952,-0.04761904761904756,0.42731232844014794,0.42731232844014794,0.0,0.42731232844014794,0.42731232844014794,0.0,0.5285714285714286,0.5425925925925926,-0.014021164021164045,0.3223291856101521,0.3223291856101521,0.0,0.3223291856101521,0.3223291856101521,0.0,0.21957751641341997,0.21957751641341997,0.0
DeconRNASeq_BPRNACan,0.0,0.0,0.23261603474778064,0.7053571428571428,0.7053571428571428,0.0,0.7053571428571428,0.7053571428571428,0.0,0.40476190476190477,0.14285714285714285,0.2619047619047619,0.5620181405895692,0.5620181405895692,0.0,0.5620181405895692,0.5620181405895692,0.0,0.44464794464794466,0.3448704073704074,0.09977753727753724,0.0,0.0,0.0,0.0,0.0,0.0,-0.23809523809523808,-0.6172133998483676,0.37911816175312957
EpiDISH_BPRNACanProMet,0.0,0.0,0.1264406171012819,0.5089285714285714,0.6517857142857143,-0.1428571428571429,0.5089285714285714,0.6517857142857143,-0.1428571428571429,0.4761904761904762,0.4285714285714286,0.047619047619047616,0.4039374840845429,0.5402296951169131,-0.13629221103237021,0.4039374840845429,0.5402296951169131,-0.13629221103237021,0.4777167277167277,0.46564361564361556,0.012073112073112124,0.3223291856101521,0.13122266479195596,0.19110652081819615,0.3223291856101521,0.13122266479195596,0.19110652081819615,-0.39477101697586137,-0.2672612419124244,-0.12750977506343697
DeconRNASeq_BPRNACanProMet,0.0,0.0,0.2797594204729921,0.5267857142857143,0.5267857142857143,0.0,0.5267857142857143,0.5267857142857143,0.0,0.14285714285714285,0.30952380952380953,-0.16666666666666669,0.3664225498811965,0.3664225498811965,0.0,0.3664225498811965,0.3664225498811965,0.0,0.3541958041958042,0.4172910422910423,-0.0630952380952381,0.0,0.0,0.0,0.0,0.0,0.0,-0.2828894749305018,-0.39477101697586137,0.11188154204535955
EpiDISH_BPRNACan3DProMet,0.0,0.0,0.13094540789025105,0.5089285714285714,0.5089285714285714,0.0,0.5089285714285714,0.5089285714285714,0.0,0.4285714285714286,0.4523809523809524,-0.02380952380952378,0.450860344137655,0.450860344137655,0.0,0.4391704050041069,0.450860344137655,-0.0116899391335481,0.46564361564361556,0.4658119658119658,-0.00016835016835026195,0.3223291856101521,0.3223291856101521,0.0,0.3223291856101521,0.3223291856101521,0.0,-0.2672612419124244,-0.2672612419124244,0.0
DeconRNASeq_BPRNACan3DProMet,0.0,0.0,0.4120481089472671,0.5267857142857143,0.5267857142857143,0.0,0.5267857142857143,0.5267857142857143,0.0,0.23809523809523808,,,0.4337424848481903,0.4337424848481903,0.0,0.4337424848481903,0.4337424848481903,0.0,0.39586247086247084,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.09759000729485333,,
EpiDISH_CBSX_NSCLC,,,0.3019001142701134,,,,,,,0.5476190476190477,0.5952380952380952,-0.04761904761904756,,,,,,,0.6359427609427609,0.5813492063492063,0.05459355459355464,,,,,,,-0.07142857142857142,-0.05143444998736397,-0.019994121441207456
