,coef,abs coef,% total,cum % total,coef OR
EpiDISH_BPRNACanProMet_M0,-0.24470465478914694,0.24470465478914694,0.6176685066937448,0.6176685066937448,0.7829357404192981
EpiDISH_BPRNACanProMet_M2,0.15147007670072887,0.15147007670072887,0.3823314933062551,1.0,1.1635434842288561
EpiDISH_BPRNACanProMet_B,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACanProMet_cancer,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACanProMet_CD4,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACanProMet_CD8,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACanProMet_M1,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACanProMet_Mono,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACanProMet_Neu,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACanProMet_NK,0.0,0.0,0.0,1.0,1.0
SEX,0.0,0.0,0.0,1.0,1.0
