signature,SEX - coef prop,AAGE - coef prop,TMB - coef prop,SEX - ROC AUC,SEX deconv only - ROC AUC,SEX - diff ROC AUC,AAGE - ROC AUC,AAGE deconv only - ROC AUC,AAGE - diff ROC AUC,TMB - ROC AUC,TMB deconv only - ROC AUC,TMB - diff ROC AUC,SEX - AP,SEX deconv only - AP,SEX - diff AP,AAGE - AP,AAGE deconv only - AP,AAGE - diff AP,TMB - AP,TMB deconv only - AP,TMB - diff AP,SEX - MCC,SEX deconv only - MCC,SEX - diff MCC,AAGE - MCC,AAGE deconv only - MCC,AAGE - diff MCC,TMB - MCC,TMB deconv only - MCC,TMB - diff MCC
quanTIseq,0.03250204529898588,0.041313581254792994,0.2271873823425476,0.25,0.25,0.0,0.19999999999999998,0.25,-0.05000000000000002,0.35714285714285715,0.33333333333333337,0.02380952380952378,0.2352970558852912,0.2352970558852912,0.0,0.22455224514048044,0.2352970558852912,-0.010744810744810762,0.5840350126064411,0.47941740798883653,0.10461760461760455,-0.27774602993176545,-0.4767312946227961,0.19898526469103067,-0.5400617248673217,-0.4767312946227961,-0.06333043024452562,-0.05143444998736397,-0.21957751641341997,0.168143066426056
MCP,0.0,0.0,0.14032610348163818,0.7666666666666666,0.7666666666666666,0.0,0.7666666666666666,0.7666666666666666,0.0,0.45238095238095244,0.45238095238095244,0.0,0.7603174603174603,0.7603174603174603,0.0,0.7603174603174603,0.7603174603174603,0.0,0.5823343323343323,0.575222396650968,0.007111935683364323,0.565685424949238,0.565685424949238,0.0,0.565685424949238,0.565685424949238,0.0,0.0,0.0,0.0
EpiDISH_BPRNACan,0.0,0.0,0.15041847330983088,0.2666666666666667,0.2666666666666667,0.0,0.2666666666666667,0.2666666666666667,0.0,0.42857142857142855,0.4523809523809524,-0.023809523809523836,0.22022893772893773,0.22022893772893773,0.0,0.22022893772893773,0.22022893772893773,0.0,0.6990009990009989,0.6775724275724275,0.021428571428571352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
DeconRNASeq_BPRNACan,,,0.26251151580609083,,,,,,,0.5,,,,,,,,,0.5679403929403929,,,,,,,,,-0.14085904245475275,,
EpiDISH_BPRNACanProMet,0.0,0.0,0.17858890813244252,0.2833333333333333,0.2833333333333333,0.0,0.2833333333333333,0.2833333333333333,0.0,0.23809523809523808,0.23809523809523808,0.0,0.24916666666666665,0.24916666666666665,0.0,0.24916666666666665,0.24916666666666665,0.0,0.44160561660561665,0.44160561660561665,0.0,-0.015430334996209192,-0.015430334996209192,0.0,-0.015430334996209192,-0.015430334996209192,0.0,-0.5476190476190477,-0.38095238095238093,-0.16666666666666674
DeconRNASeq_BPRNACanProMet,0.0,0.0,1.0,0.6,0.6,0.0,0.6,0.6,0.0,0.5,,,0.40987012987012983,0.40987012987012983,0.0,0.40987012987012983,0.40987012987012983,0.0,0.593079539508111,,,0.1649915822768611,0.1649915822768611,0.0,0.1649915822768611,0.1649915822768611,0.0,0.0,,
EpiDISH_BPRNACan3DProMet,0.0,0.0,0.162687915778001,0.2666666666666667,0.2666666666666667,0.0,0.2666666666666667,0.2666666666666667,0.0,0.2857142857142857,0.19047619047619047,0.09523809523809523,0.22022893772893773,0.22022893772893773,0.0,0.22022893772893773,0.22022893772893773,0.0,0.47970085470085466,0.44304861804861795,0.036652236652236714,0.0,0.0,0.0,0.0,0.0,0.0,-0.38095238095238093,-0.38095238095238093,0.0
DeconRNASeq_BPRNACan3DProMet,0.0,0.0955870969994315,1.0,0.48333333333333334,0.48333333333333334,0.0,0.6,0.48333333333333334,0.11666666666666664,0.5,,,0.33714285714285713,0.33714285714285713,0.0,0.41939393939393943,0.33714285714285713,0.0822510822510823,0.593079539508111,,,0.03984095364447979,0.03984095364447979,0.0,0.09128709291752769,0.03984095364447979,0.051446139273047906,0.0,,
EpiDISH_CBSX_NSCLC,0.10185919404402474,0.06483308421939768,0.3664342245857626,0.3166666666666667,,,0.38333333333333336,,,0.47619047619047616,0.5476190476190477,-0.07142857142857151,0.2522835497835498,,,0.27403846153846156,,,0.5564935064935065,0.5710884353741497,-0.014594928880643177,-0.27774602993176545,,,-0.09128709291752769,,,0.23809523809523808,0.0,0.23809523809523808
DeconRNASeq_CBSX_NSCLC,0.05786063586741475,0.09305378360388021,0.19994605955529107,0.5166666666666666,0.5333333333333333,-0.01666666666666672,0.5333333333333333,0.5333333333333333,0.0,0.07142857142857142,0.09523809523809525,-0.023809523809523822,0.3472650878533231,0.35094155844155844,-0.0036764705882353366,0.36155080213903745,0.35094155844155844,0.01060924369747901,0.3874363731506588,0.3942390942390942,-0.006802721088435382,-0.29880715233359845,0.16735967034880075,-0.4661668226823992,0.0,0.16735967034880075,-0.16735967034880075,-0.5367450401216932,-0.5367450401216932,0.0
EpiDISH_CBSX_HNSCC,0.012436209850586856,0.015217099529729603,0.2096727686068425,0.4666666666666667,0.4833333333333333,-0.016666666666666607,0.4666666666666667,0.4833333333333333,-0.016666666666666607,0.38095238095238093,0.4047619047619047,-0.02380952380952378,0.32047619047619047,0.3413095238095238,-0.020833333333333315,0.3329761904761905,0.3413095238095238,-0.008333333333333304,0.5024642024642025,0.5421467421467421,-0.03968253968253954,-0.015430334996209192,-0.015430334996209192,0.0,0.06356417261637282,-0.015430334996209192,0.078994507612582,-0.07142857142857142,-0.03289758474798845,-0.038530986680582975
DeconRNASeq_CBSX_HNSCC,0.020596160823164615,0.007351266809594959,0.1593174763890575,0.45,0.4666666666666667,-0.016666666666666663,0.46666666666666673,0.4666666666666667,5.551115123125783e-17,0.11904761904761904,0.09523809523809523,0.023809523809523808,0.3138095238095238,0.3246428571428571,-0.010833333333333306,0.3491666666666667,0.3246428571428571,0.02452380952380956,0.40019147519147513,0.39338875410303975,0.006802721088435382,-0.015430334996209192,0.16735967034880075,-0.18279000534500994,-0.015430334996209192,0.16735967034880075,-0.18279000534500994,-0.4147575310031266,-0.5476190476190477,0.13286151661592105
EpiDISH_CBSX_melanoma,0.0,0.0,0.18640560653488616,0.65,0.65,0.0,0.65,0.65,0.0,0.45238095238095233,0.5476190476190477,-0.09523809523809534,0.44916666666666666,0.44916666666666666,0.0,0.44916666666666666,0.44916666666666666,0.0,0.7053502053502052,0.7379208093493808,-0.03257060399917555,-0.1613743060919757,-0.1613743060919757,0.0,-0.1613743060919757,-0.1613743060919757,0.0,0.09759000729485333,-0.07142857142857142,0.16901857872342474
DeconRNASeq_CBSX_melanoma,0.06278548429077248,0.0,0.1847301398882694,0.25,0.25,0.0,0.16666666666666666,0.25,-0.08333333333333334,0.40476190476190477,0.40476190476190477,0.0,0.23545356604180134,0.2384838690721044,-0.00303030303030305,0.21767578826402356,0.2384838690721044,-0.02080808080808083,0.5262737262737263,0.5126682840968555,0.013605442176870763,0.0,0.0,0.0,-0.4166666666666667,0.0,-0.4166666666666667,-0.09759000729485333,0.09759000729485333,-0.19518001458970666
EpiDISH_CBSX_LM22,0.0,0.017223352834271958,0.13671123144101766,0.6833333333333333,0.6833333333333333,0.0,0.65,0.6833333333333333,-0.033333333333333326,0.11904761904761904,0.23809523809523808,-0.11904761904761904,0.560952380952381,0.560952380952381,0.0,0.4276190476190476,0.560952380952381,-0.13333333333333336,0.40053161124589687,0.524000999000999,-0.12346938775510208,0.3337119062359573,0.3337119062359573,0.0,0.3337119062359573,0.3337119062359573,0.0,-0.5476190476190477,-0.38095238095238093,-0.16666666666666674
DeconRNASeq_CBSX_LM22,0.03952268163017485,0.0,0.07669350892451429,0.7,0.7166666666666666,-0.016666666666666607,0.7166666666666666,0.7166666666666666,0.0,0.3333333333333333,0.3333333333333333,0.0,0.4633333333333334,0.46571428571428575,-0.0023809523809523725,0.46571428571428575,0.46571428571428575,0.0,0.4859719645433931,0.4843846629560915,0.0015873015873015817,0.42600643361512924,0.42600643361512924,0.0,0.42600643361512924,0.42600643361512924,0.0,-0.2253744679276044,-0.2253744679276044,0.0
CIBERSORTx_CBSX_NSCLC,0.0,0.0,0.17649007007177878,0.5333333333333333,0.5333333333333333,0.0,0.5333333333333333,0.5333333333333333,0.0,0.5476190476190476,0.5714285714285714,-0.023809523809523836,0.3660606060606061,0.3660606060606061,0.0,0.3660606060606061,0.3660606060606061,0.0,0.6096681096681096,0.6195887445887446,-0.009920634920634996,-0.23570226039551584,-0.23570226039551584,0.0,-0.23570226039551584,-0.23570226039551584,0.0,-0.31180478223116176,0.05143444998736397,-0.3632392322185257
CIBERSORTx_CBSX_HNSCC,0.0,0.0,0.23075490139169888,0.44999999999999996,0.44999999999999996,0.0,0.44999999999999996,0.44999999999999996,0.0,0.30952380952380953,0.38095238095238093,-0.0714285714285714,0.3142857142857143,0.3142857142857143,0.0,0.3142857142857143,0.3142857142857143,0.0,0.47519147519147514,0.500937950937951,-0.025746475746475872,0.0,0.0,0.0,0.0,0.0,0.0,-0.23809523809523808,0.0,-0.23809523809523808
CIBERSORTx_CBSX_melanoma,,,0.20116269308066617,,,,,,,0.5238095238095238,0.5714285714285714,-0.04761904761904756,,,,,,,0.7370962370962371,0.7515262515262515,-0.01443001443001446,,,,,,,0.50709255283711,0.07142857142857142,0.43566398140853857
CIBERSORTx_CBSX_LM22,,,0.06893550656411426,,,,,,,0.1904761904761905,0.16666666666666666,0.023809523809523836,,,,,,,0.426892155463584,0.41923909423909417,0.007653061224489832,,,,,,,0.0,-0.2253744679276044,0.2253744679276044
