signature,SEX - coef prop,AAGE - coef prop,TMB - coef prop,SEX - ROC AUC,SEX deconv only - ROC AUC,SEX - diff ROC AUC,AAGE - ROC AUC,AAGE deconv only - ROC AUC,AAGE - diff ROC AUC,TMB - ROC AUC,TMB deconv only - ROC AUC,TMB - diff ROC AUC,SEX - AP,SEX deconv only - AP,SEX - diff AP,AAGE - AP,AAGE deconv only - AP,AAGE - diff AP,TMB - AP,TMB deconv only - AP,TMB - diff AP,SEX - MCC,SEX deconv only - MCC,SEX - diff MCC,AAGE - MCC,AAGE deconv only - MCC,AAGE - diff MCC,TMB - MCC,TMB deconv only - MCC,TMB - diff MCC
quanTIseq,0.0032444250988828555,0.04239123664637818,0.1481731504345598,0.5714285714285714,0.5714285714285714,0.0,0.5357142857142857,0.5714285714285714,-0.0357142857142857,0.6428571428571429,0.4761904761904762,0.16666666666666669,0.3940332196952008,0.3940332196952008,0.0,0.37192437615778573,0.3940332196952008,-0.022108843537415046,0.5660714285714286,0.48247863247863243,0.08359279609279613,0.2526124011407279,0.2526124011407279,0.0,0.17857142857142858,0.2526124011407279,-0.07404097256929934,0.21957751641341997,-0.14085904245475275,0.3604365588681727
MCP,0.0,0.0,0.19128535879491462,0.4107142857142857,0.4107142857142857,0.0,0.4107142857142857,0.4107142857142857,0.0,0.6666666666666667,0.738095238095238,-0.07142857142857129,0.27916384502518954,0.27916384502518954,0.0,0.27916384502518954,0.27916384502518954,0.0,0.7346611721611721,0.7132936507936508,0.02136752136752129,-0.11952286093343938,-0.11952286093343938,0.0,-0.11952286093343938,-0.11952286093343938,0.0,0.2828894749305018,0.23809523809523808,0.044794236835263734
XCELL,0.00967780710897096,0.0,0.020518915564067607,0.5357142857142857,0.5714285714285714,-0.0357142857142857,0.5714285714285714,0.5714285714285714,0.0,0.6428571428571429,0.6190476190476191,0.023809523809523836,0.386791080068391,0.3983457019171305,-0.011554621848739455,0.3983457019171305,0.3983457019171305,0.0,0.6565175565175565,0.6398508898508899,0.016666666666666607,-0.05419437309525749,-0.05419437309525749,0.0,-0.05419437309525749,-0.05419437309525749,0.0,0.09759000729485333,0.09759000729485333,0.0
EpiDISH_BPRNACan,0.061026550934266954,0.0,0.036213264894913694,0.5,0.5267857142857143,-0.0267857142857143,0.5267857142857143,0.5267857142857143,0.0,0.5952380952380952,0.6190476190476191,-0.023809523809523836,0.4219935342558076,0.45188075230092034,-0.02988721804511274,0.45188075230092034,0.45188075230092034,0.0,0.5454064454064455,0.5544973544973545,-0.009090909090909038,0.13122266479195596,0.3223291856101521,-0.19110652081819615,0.3223291856101521,0.3223291856101521,0.0,0.07142857142857142,0.07142857142857142,0.0
DeconRNASeq_BPRNACan,0.04418648008786793,0.04220301295513841,0.2931755546569707,0.5982142857142857,0.6428571428571428,-0.044642857142857095,0.6785714285714286,0.6428571428571428,0.03571428571428581,0.2142857142857143,0.16666666666666666,0.047619047619047644,0.45617974462512284,0.48633081621803426,-0.030151071592911416,0.5071119356833642,0.48633081621803426,0.020781119465329956,0.36442307692307696,0.35042596292596295,0.013997113997114008,0.024397501823713332,0.024397501823713332,0.0,0.024397501823713332,0.024397501823713332,0.0,-0.23809523809523808,-0.6172133998483676,0.37911816175312957
EpiDISH_BPRNACanProMet,0.062096674706576885,0.0,0.10961797235461697,0.6696428571428571,0.6696428571428571,0.0,0.4464285714285714,0.6696428571428571,-0.2232142857142857,0.4761904761904762,0.5238095238095238,-0.047619047619047616,0.5847069597069597,0.5491374540246721,0.03556950568228767,0.38414134884723117,0.5491374540246721,-0.1649961051774409,0.4765512265512265,0.4981481481481481,-0.021596921596921614,0.30496877279641665,0.30496877279641665,0.0,0.3223291856101521,0.30496877279641665,0.01736041281373546,-0.39477101697586137,-0.39477101697586137,0.0
DeconRNASeq_BPRNACanProMet,0.0,0.0,0.3375708644742813,0.5803571428571428,0.5803571428571428,0.0,0.5803571428571428,0.5803571428571428,0.0,0.23809523809523808,,,0.426781238811314,0.426781238811314,0.0,0.426781238811314,0.426781238811314,0.0,0.39586247086247084,,,0.13122266479195596,0.13122266479195596,0.0,0.13122266479195596,0.13122266479195596,0.0,-0.14085904245475275,,
EpiDISH_BPRNACan3DProMet,0.023184823805058073,0.0,0.11977439841700466,0.5267857142857143,0.5267857142857143,0.0,0.5267857142857143,0.5267857142857143,0.0,0.38095238095238093,0.4285714285714286,-0.04761904761904767,0.47535014005602233,0.47535014005602233,0.0,0.47535014005602233,0.47535014005602233,0.0,0.43231028231028235,0.4527417027417028,-0.020431420431420433,0.3223291856101521,0.3223291856101521,0.0,0.3223291856101521,0.3223291856101521,0.0,-0.39477101697586137,-0.39477101697586137,0.0
DeconRNASeq_BPRNACan3DProMet,0.0,0.0,0.4795590475733958,0.5535714285714286,0.5535714285714286,0.0,0.5535714285714286,0.5535714285714286,0.0,0.23809523809523808,,,0.476266032728881,0.476266032728881,0.0,0.476266032728881,0.476266032728881,0.0,0.39586247086247084,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.14085904245475275,,
EpiDISH_CBSX_NSCLC,,,0.34753904935881896,,,,,,,0.5238095238095237,0.5476190476190477,-0.023809523809523947,,,,,,,0.6324786324786325,0.5499389499389499,0.08253968253968258,,,,,,,-0.07142857142857142,-0.05143444998736397,-0.019994121441207456
DeconRNASeq_CBSX_NSCLC,,,0.37743601443846214,,,,,,,0.2857142857142857,0.30952380952380953,-0.023809523809523836,,,,,,,0.49169580419580416,0.456973581973582,0.034722222222222154,,,,,,,-0.21957751641341997,-0.09759000729485333,-0.12198750911856664
EpiDISH_CBSX_HNSCC,0.0,0.0,0.3125682544268909,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.0,0.3571428571428572,,,0.27412592567391325,0.27412592567391325,0.0,0.27412592567391325,0.27412592567391325,0.0,0.4249028749028749,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.2828894749305018,,
DeconRNASeq_CBSX_HNSCC,0.0,0.0,,0.5624999999999999,0.5624999999999999,0.0,0.5624999999999999,0.5624999999999999,0.0,,,,0.44604236343366777,0.44604236343366777,0.0,0.44604236343366777,0.44604236343366777,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
EpiDISH_CBSX_melanoma,,,0.1620899277305738,,,,,,,0.6904761904761905,0.7619047619047619,-0.0714285714285714,,,,,,,0.632936507936508,0.6607142857142857,-0.02777777777777768,,,,,,,0.38095238095238093,0.2253744679276044,0.15557791302477653
DeconRNASeq_CBSX_melanoma,,,0.175812925794494,,,,,,,0.5714285714285714,0.5952380952380952,-0.023809523809523836,,,,,,,0.5563492063492064,0.5787037037037037,-0.02235449735449735,,,,,,,0.14085904245475275,-0.03289758474798845,0.1737566272027412
