,coef,abs coef,% total,cum % total,coef OR
EpiDISH_BPRNACan_M2,0.28591781973393365,0.28591781973393365,0.8796116765009627,0.8796116765009627,1.3309830702148675
EpiDISH_BPRNACan_M0,-0.03913223061475648,0.03913223061475648,0.12038832349903733,1.0,0.9616235446665578
EpiDISH_BPRNACan_B,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_cancer,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_CD4,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_CD8,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_M1,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_Mono,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_Neu,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_NK,0.0,0.0,0.0,1.0,1.0
