signature,Gide - ROC AUC,Hugo - ROC AUC,Riaz - ROC AUC,CV all datasets - ROC AUC,CV all datasets test Cloughesy - ROC AUC,Gide - AP,Hugo - AP,Riaz - AP,CV all datasets - AP,CV all datasets test Cloughesy - AP,Gide - MCC,Hugo - MCC,Riaz - MCC,CV all datasets - MCC,CV all datasets test Cloughesy - MCC
quanTIseq,0.48,0.48888888888888893,,0.6,0.7037037037037037,0.4445853380603565,0.4893289410394674,,0.6851449275362319,0.9877988377102707,0.0,0.0,,0.11538461538461539,-0.06666666666666667
MCP,0.5975,0.48333333333333334,0.4166666666666667,0.5538461538461539,0.7407407407407407,0.5400831807081807,0.5368462555962555,0.5338229308817545,0.5443262344810332,0.9895625061406057,0.05892556509887896,0.08574929257125441,-0.22407133233117496,0.17565506213798923,0.1005037815259212
XCELL,,0.5055555555555555,0.4166666666666667,0.46923076923076923,0.3333333333333333,,0.5034958274296509,0.5557032678314143,0.439892684938788,0.9630295264815512,,0.1492405014489273,0.0657951694959769,-0.036980013081681945,-0.07856742013183861
EpiDISH_BPRNACan,0.7424999999999999,0.5944444444444444,0.7424242424242424,0.5846153846153846,0.7407407407407407,0.6372344235265099,0.5640927731688602,0.7976322087735132,0.5314410823617985,0.9895625061406059,0.05095246653650681,0.04662524041201569,0.37057951116309706,0.18116432546313532,0.037037037037037035
DeconRNASeq_BPRNACan,0.645,0.3666666666666667,0.5454545454545455,0.5692307692307692,0.6666666666666666,0.5020773137770089,0.3956212929520239,0.6257878086202895,0.5462730151349077,0.9859469858584189,-0.12649110640673517,-0.22294816068526147,0.025854384499750957,0.18232322463624387,0.07856742013183861
EpiDISH_BPRNACanProMet,0.7424999999999999,0.6111111111111112,0.7348484848484849,0.5692307692307692,0.5925925925925926,0.630226093179847,0.5947869096324473,0.7901360284832153,0.5315911917459905,0.9819400549509032,-0.12649110640673517,0.04662524041201569,0.44411739409784406,0.18116432546313532,0.037037037037037035
DeconRNASeq_BPRNACanProMet,,0.40555555555555556,0.44696969696969696,0.5076923076923077,0.8148148148148148,,0.4088109710829794,0.5871836453879797,0.44148323898323893,0.9928563137822395,,-0.2539166875385041,-0.12336594280495668,-0.3213142318599921,0.0
EpiDISH_BPRNACan3DProMet,0.7275,0.6305555555555556,0.6893939393939394,0.6269230769230769,0.7037037037037037,0.6490840773009892,0.5545845358345358,0.7854855462398538,0.5697877846790891,0.9877988377102708,0.19764235376052372,-0.07905694150420949,0.12336594280495668,-0.18698939800169143,0.0
DeconRNASeq_BPRNACan3DProMet,,0.3944444444444445,0.34090909090909094,0.4923076923076923,0.8518518518518519,,0.4065407547538386,0.4389945909447188,0.4381349206349206,0.9943995236587828,,-0.31622776601683794,0.0,-0.1215783580010781,0.0
EpiDISH_CBSX_NSCLC,0.5575,0.561111111111111,0.6060606060606061,0.6230769230769231,0.48148148148148145,0.4218630554977351,0.5902940773113408,0.6097050882267602,0.5987529861442904,0.9749774550961465,-0.12649110640673517,0.05,0.0,0.13740858372430334,0.0
DeconRNASeq_CBSX_NSCLC,,0.3666666666666667,0.5,,,,0.4018645810922699,0.5603446869271677,,,,0.0316227766016838,0.0,,
EpiDISH_CBSX_HNSCC,,0.5055555555555555,0.3409090909090909,0.49230769230769234,0.7777777777777778,,0.47220067514185166,0.5001128360896667,0.4757582031495074,0.9912460078241074,,-0.28653494154687786,0.20966480425560383,0.0381690510345287,-0.05337605126836238
DeconRNASeq_CBSX_HNSCC,,0.4944444444444444,0.37121212121212116,,,,0.5796888900149769,0.5622664300447313,,,,0.15811388300841897,0.0657951694959769,,
EpiDISH_CBSX_melanoma,0.43999999999999995,0.5888888888888888,0.5757575757575758,0.5076923076923077,0.48148148148148145,0.3833907719199944,0.6439074448942871,0.6662474031959327,0.5007498057498058,0.9749774550961465,-0.36065576474688615,0.21926450482675727,-0.03178208630818641,-0.008287419301647449,-0.1111111111111111
DeconRNASeq_CBSX_melanoma,0.39499999999999996,0.4166666666666667,,,,0.3643559747168552,0.40562678062678065,,,,-0.11078234188139946,0.0,,,
EpiDISH_CBSX_LM22,0.5425,0.40555555555555556,0.45454545454545453,0.3076923076923077,0.14814814814814814,0.4719183654447877,0.3957322946661182,0.5876942458985803,0.363601496766795,0.9391171220135912,0.09829463743659808,-0.1631883414420549,-0.0657951694959769,-0.2722178614686481,-0.08973031700969425
DeconRNASeq_CBSX_LM22,0.5025,0.39999999999999997,0.4772727272727273,0.4846153846153846,1.0,0.4092318551420766,0.3988266492136461,0.5038456870500214,0.434665129556434,0.9999999999999998,-0.048304589153964794,-0.18232322463624387,-0.12336594280495668,0.11538461538461539,0.17916128329552333
CIBERSORTx_CBSX_NSCLC,0.71,0.6333333333333334,0.5681818181818181,0.7,0.9259259259259259,0.5842528898486217,0.6441477875988746,0.612914862914863,0.611459862601167,0.9973055065647656,0.35950025121272106,0.0316227766016838,0.2935903373670295,0.3729338685741352,0.037037037037037035
CIBERSORTx_CBSX_HNSCC,,,0.3560606060606061,0.45384615384615384,0.0,,,0.5477191996693275,0.43085921325051757,0.8915862578160605,,,0.0,0.11538461538461539,0.0
CIBERSORTx_CBSX_melanoma,0.46749999999999997,0.45,,,,0.391840029279856,0.43043291811674167,,,,-0.30052038200428266,-0.2539166875385041,,,
CIBERSORTx_CBSX_LM22,0.605,0.4277777777777778,0.49242424242424243,0.4,0.2962962962962963,0.5667751941127734,0.4342058234163498,0.5982952189995535,0.4209874183787227,0.9593258227778474,0.10320936930842799,-0.1685499656158105,0.1460766368670358,-0.036980013081681945,-0.1005037815259212
