signature,Gide - ROC AUC,Hugo - ROC AUC,Riaz - ROC AUC,CV all datasets - ROC AUC,CV all datasets test Cloughesy - ROC AUC,Gide - AP,Hugo - AP,Riaz - AP,CV all datasets - AP,CV all datasets test Cloughesy - AP,Gide - MCC,Hugo - MCC,Riaz - MCC,CV all datasets - MCC,CV all datasets test Cloughesy - MCC
quanTIseq,0.48,0.43888888888888894,0.6893939393939394,0.4923076923076923,0.9259259259259259,0.4393543597994869,0.43412060770613403,0.8014222844385889,0.5231592816032175,0.9973055065647656,0.0,0.15118578920369088,0.12406456138646277,0.07815751585783592,0.3685138655950444
MCP,0.6275,0.4666666666666667,0.40151515151515155,0.6538461538461539,0.2962962962962963,0.564889750863343,0.514227207977208,0.525654941463765,0.6601773226773225,0.9593258227778474,0.1447351922031023,0.08574929257125441,-0.013430382733756338,0.0,0.05337605126836238
EpiDISH_BPRNACan,0.7475,0.6055555555555556,0.7651515151515151,0.6730769230769231,0.5,0.639911207652892,0.6091735257496127,0.8144273349436394,0.5679600351339481,0.9642857142857143,0.159219587968888,0.1492405014489273,0.2954684201426394,0.04059989714705751,0.0
DeconRNASeq_BPRNACan,,0.37777777777777777,0.5303030303030303,0.46923076923076923,0.5925925925925926,,0.44153226603691,0.6509436712761522,0.4274218836718837,0.9819400549509032,,-0.13483997249264842,-0.0657951694959769,-0.08807048459279793,0.0
EpiDISH_BPRNACanProMet,0.72,0.6055555555555555,0.75,0.6115384615384615,0.5,0.5975052047846164,0.5954467030553987,0.8087286286934626,0.581280193236715,0.9642857142857143,-0.12649110640673517,0.1492405014489273,0.44411739409784406,0.24308621740219885,0.0
DeconRNASeq_BPRNACanProMet,,0.4666666666666667,0.45454545454545453,0.523076923076923,0.7777777777777778,,0.5002182838947545,0.5952485380116959,0.44388689741630916,0.9912460078241074,,-0.033149677206589796,-0.12406456138646277,-0.06153846153846154,0.0
EpiDISH_BPRNACan3DProMet,0.7274999999999999,0.6305555555555556,0.7272727272727273,0.6730769230769231,0.5,0.6525646543327464,0.5545845358345358,0.8095021614329395,0.5679600351339481,0.9642857142857143,0.19764235376052372,-0.07905694150420949,0.2041241452319315,0.04059989714705751,0.0
DeconRNASeq_BPRNACan3DProMet,,0.4166666666666667,0.4393939393939394,0.5538461538461539,0.7407407407407407,,0.49224221028568854,0.6014554305437163,0.45822927072927067,0.9895625061406057,,0.033149677206589796,0.0657951694959769,-0.1640825308284734,0.0
EpiDISH_CBSX_NSCLC,0.6025,0.5666666666666667,0.6060606060606061,,,0.44876682084635894,0.4936271233639655,0.6150905252298442,,,-0.12649110640673517,0.07254762501100116,0.0,,
DeconRNASeq_CBSX_NSCLC,,0.3666666666666667,0.5,0.36153846153846153,0.2222222222222222,,0.4018645810922699,0.5603446869271677,0.3943572511603202,0.9505809668107692,,0.0316227766016838,0.0,-0.2722178614686481,-0.27962349760262034
EpiDISH_CBSX_HNSCC,0.42,0.5,0.3409090909090909,,,0.3456154228090713,0.5092377121788887,0.5001128360896667,,,-0.09829463743659808,-0.2,0.20966480425560383,,
DeconRNASeq_CBSX_HNSCC,0.48250000000000004,,0.37121212121212116,,,0.38346578320093216,,0.5622664300447313,,,0.0,,0.0657951694959769,,
EpiDISH_CBSX_melanoma,0.43999999999999995,0.5666666666666667,0.5909090909090909,0.576923076923077,0.537037037037037,0.3821625216108617,0.6347313013073883,0.6644996207496209,0.5592857142857144,0.9671271800901431,-0.36065576474688615,0.0,-0.0381690510345287,0.0,0.0
DeconRNASeq_CBSX_melanoma,0.39249999999999996,0.4166666666666667,,,,0.3651934567674725,0.40562678062678065,,,,-0.11078234188139946,0.0,,,
EpiDISH_CBSX_LM22,0.5375,0.41111111111111115,0.4318181818181818,,,0.427833683625489,0.3966290057408478,0.570516978721313,,,0.0775,-0.2345207879911715,-0.31252705510589024,,
DeconRNASeq_CBSX_LM22,0.49,0.5222222222222223,0.48484848484848486,0.6461538461538461,0.0,0.39723855786917406,0.45976288574972785,0.5090567996817996,0.508590021090021,0.8915862578160605,0.05892556509887896,0.06859943405700353,-0.025854384499750957,-0.27066598098038336,-0.4714045207910317
CIBERSORTx_CBSX_NSCLC,0.7075,0.65,0.5681818181818181,0.7230769230769231,0.8888888888888888,0.5847536465541481,0.6749132580382581,0.612914862914863,0.6539678295560648,0.9958810051402642,0.4005506475541372,0.0316227766016838,0.2935903373670295,0.09607689228305229,0.14344382763731175
CIBERSORTx_CBSX_HNSCC,0.39,0.5333333333333333,0.3181818181818182,,,0.3344446173771928,0.45587464006581657,0.5081976101477381,,,-0.29979864418162416,-0.2529822128134704,-0.01996807659577179,,
CIBERSORTx_CBSX_melanoma,0.49749999999999994,0.48333333333333334,0.5378787878787878,0.5692307692307692,0.5,0.42233814399333447,0.5768491208516784,0.5963888991269023,0.4739348370927318,0.9642857142857143,0.1386206560167344,0.0,0.0,0.0,0.0
CIBERSORTx_CBSX_LM22,0.5149999999999999,0.45,0.5151515151515151,0.7,0.7407407407407407,0.5036427900126096,0.4306151286843507,0.6116064448107792,0.6418223443223443,0.9895625061406057,0.10507293933570698,-0.05,0.1460766368670358,0.015626907697949846,-0.1005037815259212
