ID	B	cancer	CD4	CD8	M0	M1	M2	Mono	Neu	NK	Treg
cg23725321	0.188999995589256	0.680253464242686	0.439999997615814	0.671999990940094	0.116999998688698	0.0854999981820583	0.107999999076128	0.141499999910593	0.0750000029802322	0.171499997377396	0.547499984502792
cg26458072	0.298000007867813	0.773809366282963	0.766999989748001	0.847499996423721	0.251000002026558	0.250999994575977	0.221000000834465	0.315499991178513	0.193000003695488	0.435500010848045	0.796499997377396
cg04611437	0.166999995708466	0.722527346440724	0.5625	0.665499985218048	0.106499999761581	0.131999999284744	0.124500002712011	0.189999997615814	0.0860000029206276	0.300500005483627	0.618499994277954
cg04273871	0.111000001430511	0.548878205128205	0.118999999016523	0.176500000059605	0.0490000005811453	0.074499998241663	0.0755000002682209	0.0929999984800816	0.0890000015497208	0.0625000018626451	0.110000003129244
cg27310068	0.141000002622604	0.63007496062078	0.0950000025331974	0.129000004380941	0.0610000006854534	0.0500000007450581	0.0759999994188547	0.0575000010430813	0.0540000014007092	0.0260000000707805	0.079500000923872
cg22562560	0.0390000008046627	0.8	0.128000002354383	0.206500001251698	0.0859999991953373	0.0665000006556511	0.0300000002607703	0.0159999998286366	0	0.0314999995753169	0.186999998986721
cg04441857	0	0.858333345254262	0.0329999998211861	0.0245000002905726	0	0	0	0	0	0.00749999983236194	0.0225000008940697
cg24958342	0.982999980449677	0.114378999918699	0.968500018119812	0.966499984264374	1	0.948000013828278	0.976500004529953	0.963500022888184	0.968999981880188	0.974500000476837	0.953500002622604
cg13327545	0.360000014305115	0.809899985790253	0.364000007510185	0.567999988794327	0.177000001072884	0.181499995291233	0.118000000715256	0.137000001966953	0.111000001430511	0.271500006318092	0.266000002622604
cg19694909	0.860000014305115	0.144802495837212	0.865000009536743	0.907999992370605	0.945500016212463	0.95100000500679	0.930999994277954	0.938999980688095	0.917999982833862	0.96000000834465	0.835500001907349
cg24636457	0.975000023841858	0.1275675675675	0.909999996423721	0.855499982833862	0.955000013113022	0.97299998998642	0.945500016212463	0.912499994039536	0.920000016689301	0.908500015735626	0.856499999761581
cg10080832	0.75900000333786	0.0627413485199213	0.766000002622604	0.648499995470047	0.70100000500679	0.670000016689301	0.777999997138977	0.671999990940094	0.648999989032745	0.73649999499321	0.44149999320507
cg05979232	0.0270000007003546	0.75	0	0	0.278999999165535	0.217000000178814	0.0889999996870756	0	0	0	0.0130000002682209
cg24978361	0.888999998569489	0.150285094286464	0.946999996900558	0.871499985456467	0.959500014781952	0.898999989032745	0.910999983549118	0.921999990940094	0.908999979496002	0.929499983787537	0.828000009059906
cg08775230	0.851999998092651	0.166666666666667	0.905500024557114	0.792499989271164	0.926500022411346	0.896500021219254	0.912000000476837	0.883000016212463	0.898999989032745	0.892499983310699	0.858500003814697
cg27078890	0.977999985218048	0.194444610840744	0.958499997854233	0.957499980926514	0.96900001168251	0.986999988555908	0.925500005483627	0.951999992132187	0.899999976158142	0.981000006198883	0.96399998664856
cg21301387	0.939000010490417	0.125	0.939000010490417	0.871499985456467	0.766999989748001	0.837500005960464	0.712000012397766	0.761000007390976	0.707000017166138	0.968000024557114	0.953000009059906
cg10332039	0.929000020027161	0.102430500090122	0.940499991178513	0.948500007390976	0.938500016927719	0.926499992609024	0.863499999046326	0.857500016689301	0.888999998569489	0.946000009775162	0.907000005245209
cg26513170	0.927999973297119	0.125	0.94200000166893	0.898499995470047	0.932500004768372	0.898499995470047	0.898000001907349	0.962500005960464	0.922999978065491	0.805000007152557	0.872999995946884
cg07979757	0.934000015258789	0.121323529411765	0.943000018596649	0.959000021219254	0.954500019550323	0.962999999523163	0.928999990224838	0.92399999499321	0.939000010490417	0.893500000238419	0.949499994516373
cg04367345	0.193000003695488	0.699248364993504	0.111999999731779	0.177499994635582	0.0434999987483025	0.0525000002235174	0.0985000021755695	0.0425000004470348	0.0399999991059303	0.0690000019967556	0.0944999977946281
cg06966110	0.892000019550323	0.0364721491932869	0.887999981641769	0.793000012636185	0.699999988079071	0.694499999284744	0.766999989748001	0.792500019073486	0.732999980449677	0.856499999761581	0.85300001502037
cg01539849	0.976999998092651	0.0468013232642854	0.966499984264374	0.958000004291534	1	0.924999982118607	1	0.964000016450882	0.957000017166138	0.969500005245209	1
cg06784824	0.917999982833862	0.0380747330685457	0.934500008821487	0.916500002145767	0.494000002741814	0.457499995827675	0.279499992728233	0.642999976873398	0.542999982833862	0.95949998497963	0.91049998998642
cg00242035	0	0.8	0	0	0	0	0	0	0	0	0
cg11180921	0.915000021457672	0.0732142999768257	0.937000006437302	0.938499987125397	0.840999990701675	0.927499979734421	0.942499995231628	0.906000018119812	0.933000028133392	0.948499977588654	0.936499983072281
cg17344033	0.825999975204468	0.0662054996937513	0.898999989032745	0.8125	0.91100001335144	0.933499991893768	0.892499983310699	0.90200001001358	0.903999984264374	0.896500021219254	0.74099999666214
cg00282192	0.929000020027161	0	0.966499984264374	0.882499992847443	0.84349998831749	0.849000006914139	0.71399998664856	0.831000000238419	0.864000022411346	0.960500001907349	0.983500003814697
cg09762242	0	0.811764705882353	0.153999999165535	0.0565000008791685	0.035500000230968	0	0.00899999961256981	0	0	0.00700000021606684	0.14299999922514
cg24301930	0	0.834596008062363	0.150499995797873	0.0405000001192093	0.0144999995827675	0	0	0	0	0.0150000005960464	0.112000003457069
cg00862408	0	0.807493665883707	0.00499999988824129	0	0.116999998688698	0.139500003308058	0.0305000003427267	0.00700000021606684	0	0	0.0109999999403954
cg15698795	0.0270000007003546	0.875	0.033500000834465	0.008500000461936	0.17400000244379	0.125500004738569	0.0640000011771917	0.0205000005662441	0.00899999961256981	0.00800000037997961	0.0329999988898635
cg15226102	0.841000020503998	0.0406353510916233	0.879000008106232	0.857500016689301	0.898499995470047	0.841499984264374	0.791500002145767	0.872999995946884	0.866999983787537	0.924500018358231	0.918999999761581
cg23111945	0.843999981880188	0.239096734166881	0.885499984025955	0.78999999165535	0.941500008106232	0.94650000333786	0.915499985218048	0.900499999523163	0.958999991416931	0.967000007629395	0.692999988794327
cg02151918	0.185000002384186	0.952850520610809	0.0964999981224537	0	0.18299999833107	0.282000005245209	0.100999999791384	0.0415000002831221	0.0480000004172325	0	0.0240000002086163
