signature,SEX - coef prop,AAGE - coef prop,TMB - coef prop,SEX - ROC AUC,SEX deconv only - ROC AUC,SEX - diff ROC AUC,AAGE - ROC AUC,AAGE deconv only - ROC AUC,AAGE - diff ROC AUC,TMB - ROC AUC,TMB deconv only - ROC AUC,TMB - diff ROC AUC,SEX - AP,SEX deconv only - AP,SEX - diff AP,AAGE - AP,AAGE deconv only - AP,AAGE - diff AP,TMB - AP,TMB deconv only - AP,TMB - diff AP,SEX - MCC,SEX deconv only - MCC,SEX - diff MCC,AAGE - MCC,AAGE deconv only - MCC,AAGE - diff MCC,TMB - MCC,TMB deconv only - MCC,TMB - diff MCC
quanTIseq,0.004823944440175802,0.04312531708343785,0.16802647337220616,0.5714285714285714,0.5714285714285714,0.0,0.5267857142857142,0.5714285714285714,-0.044642857142857206,0.5714285714285715,0.5,0.07142857142857151,0.3940332196952008,0.3940332196952008,0.0,0.3639878682212778,0.3940332196952008,-0.030045351473922954,0.5327380952380952,0.5102564102564102,0.022481684981685013,0.2526124011407279,0.2526124011407279,0.0,0.17857142857142858,0.2526124011407279,-0.07404097256929934,0.05143444998736397,-0.2672612419124244,0.31869569189978836
MCP,0.0,0.0,0.1554187862258825,0.45535714285714285,0.45535714285714285,0.0,0.45535714285714285,0.45535714285714285,0.0,0.6666666666666667,0.738095238095238,-0.07142857142857129,0.29910342925048805,0.29910342925048805,0.0,0.29910342925048805,0.29910342925048805,0.0,0.7346611721611721,0.7132936507936508,0.02136752136752129,-0.11952286093343938,-0.11952286093343938,0.0,-0.11952286093343938,-0.11952286093343938,0.0,0.4147575310031266,0.23809523809523808,0.17666229290788854
XCELL,0.0,0.0,0.020530804473541386,0.5178571428571428,0.5178571428571428,0.0,0.5178571428571428,0.5178571428571428,0.0,0.6428571428571429,0.6190476190476191,0.023809523809523836,0.42545104998521144,0.42545104998521144,0.0,0.42545104998521144,0.42545104998521144,0.0,0.6565175565175565,0.6398508898508899,0.016666666666666607,-0.11952286093343938,-0.11952286093343938,0.0,-0.11952286093343938,-0.11952286093343938,0.0,0.09759000729485333,0.09759000729485333,0.0
EpiDISH_BPRNACan,0.0,0.0,0.06260279742737812,0.5133928571428571,0.5133928571428572,-1.1102230246251565e-16,0.5133928571428572,0.5133928571428572,0.0,0.5714285714285714,0.5952380952380952,-0.023809523809523836,0.411854863402851,0.43278631290572905,-0.020931449502878063,0.43278631290572905,0.43278631290572905,0.0,0.5378306878306878,0.5425925925925926,-0.004761904761904856,0.3223291856101521,0.3223291856101521,0.0,0.3223291856101521,0.3223291856101521,0.0,0.07142857142857142,0.07142857142857142,0.0
DeconRNASeq_BPRNACan,0.0,0.0,0.2335692295026609,0.7142857142857142,0.7142857142857142,0.0,0.7142857142857142,0.7142857142857142,0.0,0.38095238095238093,0.16666666666666666,0.21428571428571427,0.5762515262515262,0.5762515262515262,0.0,0.5762515262515262,0.5762515262515262,0.0,0.43571937321937326,0.35042596292596295,0.08529341029341031,0.0,0.0,0.0,0.0,0.0,0.0,-0.23809523809523808,-0.6172133998483676,0.37911816175312957
EpiDISH_BPRNACanProMet,0.06010053130282621,0.0,0.12237157975015739,0.6607142857142856,0.6517857142857143,0.008928571428571286,0.5133928571428571,0.6517857142857143,-0.1383928571428572,0.4523809523809524,0.5476190476190477,-0.09523809523809529,0.5727324263038549,0.5402296951169131,0.0325027311869418,0.4401315789473684,0.5402296951169131,-0.10009811616954473,0.4701409701409701,0.5166666666666666,-0.04652569652569649,0.195099743142927,0.13122266479195596,0.06387707835097103,0.3223291856101521,0.13122266479195596,0.19110652081819615,-0.39477101697586137,-0.39477101697586137,0.0
DeconRNASeq_BPRNACanProMet,0.0,0.0,0.46957905711078,0.5357142857142857,0.5357142857142857,0.0,0.5357142857142857,0.5357142857142857,0.0,0.23809523809523808,,,0.36922367032937575,0.36922367032937575,0.0,0.36922367032937575,0.36922367032937575,0.0,0.39586247086247084,,,0.13122266479195596,0.13122266479195596,0.0,0.13122266479195596,0.13122266479195596,0.0,0.0,,
EpiDISH_BPRNACan3DProMet,0.0,0.0,0.12198280373957009,0.5089285714285714,0.5089285714285714,0.0,0.5089285714285714,0.5089285714285714,0.0,0.4523809523809524,0.4523809523809524,0.0,0.4391704050041069,0.4391704050041069,0.0,0.4391704050041069,0.4391704050041069,0.0,0.47205387205387206,0.46031746031746035,0.011736411736411712,0.3223291856101521,0.3223291856101521,0.0,0.3223291856101521,0.3223291856101521,0.0,-0.39477101697586137,-0.39477101697586137,0.0
DeconRNASeq_BPRNACan3DProMet,0.0,0.0,0.4790823103129658,0.5089285714285714,0.5089285714285714,0.0,0.5089285714285714,0.5089285714285714,0.0,0.23809523809523808,,,0.33850438961009505,0.33850438961009505,0.0,0.33850438961009505,0.33850438961009505,0.0,0.39586247086247084,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
EpiDISH_CBSX_NSCLC,,,0.3124158989160027,,,,,,,0.5476190476190477,0.5952380952380952,-0.04761904761904756,,,,,,,0.6359427609427609,0.5813492063492063,0.05459355459355464,,,,,,,-0.07142857142857142,-0.05143444998736397,-0.019994121441207456
DeconRNASeq_CBSX_NSCLC,,,0.43631085708956424,,,,,,,0.26190476190476186,0.38095238095238093,-0.11904761904761907,,,,,,,0.4903069153069153,0.5533119658119658,-0.06300505050505056,,,,,,,-0.5916079783099616,-0.23809523809523808,-0.3535127402147235
EpiDISH_CBSX_HNSCC,0.0,0.0,0.3322352272791047,0.42857142857142855,0.42857142857142855,0.0,0.42857142857142855,0.42857142857142855,0.0,0.380952380952381,,,0.27412592567391325,0.27412592567391325,0.0,0.27412592567391325,0.27412592567391325,0.0,0.45268065268065266,,,0.0,0.0,0.0,0.0,0.0,0.0,-0.2828894749305018,,
DeconRNASeq_CBSX_HNSCC,0.0,0.0,,0.5624999999999999,0.5624999999999999,0.0,0.5624999999999999,0.5624999999999999,0.0,,,,0.44604236343366777,0.44604236343366777,0.0,0.44604236343366777,0.44604236343366777,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,
EpiDISH_CBSX_melanoma,0.0,,0.14874457798675061,0.5714285714285714,0.5714285714285714,0.0,,0.5714285714285714,,0.7142857142857143,0.7619047619047619,-0.04761904761904756,0.3479755538579068,0.3479755538579068,0.0,,0.3479755538579068,,0.6551587301587302,0.6607142857142857,-0.005555555555555536,0.0,0.0,0.0,,0.0,,0.5367450401216932,0.2253744679276044,0.3113705721940888
DeconRNASeq_CBSX_melanoma,,,0.1753816706899605,,,,,,,0.5714285714285714,0.5952380952380952,-0.023809523809523836,,,,,,,0.5563492063492064,0.5787037037037037,-0.02235449735449735,,,,,,,0.14085904245475275,-0.03289758474798845,0.1737566272027412
EpiDISH_CBSX_LM22,0.011913253825673386,0.016540382128693687,0.08577072815778314,0.45535714285714285,0.49107142857142855,-0.0357142857142857,0.5178571428571429,0.49107142857142855,0.026785714285714357,0.5238095238095238,0.5,0.023809523809523836,0.30052020808323326,0.31155514837513953,-0.01103494029190627,0.3195784374355803,0.31155514837513953,0.008023289060440753,0.6137917637917638,0.5831649831649832,0.030626780626780592,-0.39295262399668784,-0.30348848933344197,-0.08946413466324588,-0.25617376914899,-0.30348848933344197,0.047314720184451986,0.21957751641341997,0.21957751641341997,0.0
DeconRNASeq_CBSX_LM22,0.007072476974872425,0.04357945215151459,0.036674431082595826,0.6607142857142857,0.6607142857142857,0.0,0.6428571428571428,0.6607142857142857,-0.017857142857142905,0.5714285714285714,0.6428571428571429,-0.07142857142857151,0.48957492087744187,0.48957492087744187,0.0,0.48797493356316884,0.48957492087744187,-0.0015999873142730214,0.7267547267547267,0.7554945054945055,-0.028739778739778732,0.05050762722761054,0.05050762722761054,0.0,0.11213565339313257,0.05050762722761054,0.06162802616552203,-0.2253744679276044,-0.05143444998736397,-0.17394001794024044
CIBERSORTx_CBSX_NSCLC,0.11052059968166579,0.011750823677039142,0.24432437461408904,0.48214285714285715,0.5357142857142858,-0.05357142857142866,0.5535714285714286,0.5357142857142858,0.017857142857142794,0.6666666666666666,0.7142857142857143,-0.04761904761904767,0.4182984198464074,0.40782150180646415,0.010476918039943273,0.4852024541874166,0.40782150180646415,0.07738095238095244,0.7619047619047619,0.7089646464646464,0.052940115440115454,-0.026785714285714284,0.03742405942825599,-0.06420977371397027,0.05050762722761054,0.03742405942825599,0.013083567799354552,0.09759000729485333,0.2828894749305018,-0.18529946763564847
CIBERSORTx_CBSX_HNSCC,0.0,0.0,0.275308631515676,0.5625,0.5625,0.0,0.5625,0.5625,0.0,0.4523809523809524,,,0.3700045568466621,0.3700045568466621,0.0,0.3700045568466621,0.3700045568466621,0.0,0.5137917637917638,,,0.0,0.0,0.0,0.0,0.0,0.0,0.2253744679276044,,
CIBERSORTx_CBSX_melanoma,,,0.17326725544917884,,,,,,,0.6904761904761906,0.7142857142857143,-0.023809523809523725,,,,,,,0.6402777777777778,0.6551587301587302,-0.014880952380952328,,,,,,,0.38095238095238093,0.2253744679276044,0.15557791302477653
