Mixture	T cells CD8	Monocytes	T cells CD4	NKT cells	B cells	NK cells	P-value	Correlation	RMSE
Mel53	0.71719412275550187	0.00000000000000000	0.15256193284130901	0.06741604282663879	0.06282790157655030	0.00000000000000000	0.00000000000000000	0.02858118593972233	1.06366159882147460
Mel58	0.87893909741000986	0.00000000000000000	0.09064491278791263	0.00000000000000000	0.03041598980207748	0.00000000000000000	0.00000000000000000	0.09025357104882650	1.04837573870920631
Mel59	0.08132629281393335	0.05352041567514330	0.00000000000000000	0.00000000000000000	0.82332638306467765	0.04182690844624570	0.00000000000000000	-0.00080404276311822	1.15814434401931554
Mel60	0.17039390741783050	0.00000000000000000	0.04818721065331570	0.00000000000000000	0.78141888192885378	0.00000000000000000	0.00000000000000000	0.16845431803394806	1.05343071893083340
Mel65	0.39112611392889574	0.00000000000000000	0.47274880190081853	0.04464740592359243	0.09147767824669327	0.00000000000000000	0.00000000000000000	0.01016241453382553	1.03706374229668041
Mel67	0.24596522557475403	0.00000000000000000	0.54122242164848122	0.00000000000000000	0.21281235277676483	0.00000000000000000	0.00000000000000000	0.03156655092993577	1.02736313727439965
Mel71	0.70398544054325529	0.00000000000000000	0.15921996432910387	0.03094299328060573	0.10585160184703515	0.00000000000000000	0.00000000000000000	0.10808659183349423	1.03005110477931838
Mel72	0.03845069825543504	0.00000000000000000	0.77967041127986270	0.01995565249581308	0.16192323796888911	0.00000000000000000	0.00000000000000000	0.01541544718939166	1.02353046736818887
Mel74	0.82773762824560781	0.00000000000000000	0.00000000000000000	0.03310049022374641	0.13916188153064582	0.00000000000000000	0.00000000000000000	0.11584695998242751	1.04068605690735216
Mel75	1.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.00000000000000000	0.05653549385061582	1.07671837922729918
Mel78	0.02196194062680012	0.00000000000000000	0.00662640673242628	0.00000000000000000	0.97141165264077356	0.00000000000000000	0.00000000000000000	0.00257750292464489	1.18743574725989931
Mel79	0.72143833171467397	0.00000000000000000	0.10222153747288920	0.00674427358494420	0.16959585722749271	0.00000000000000000	0.00000000000000000	0.01356422813085369	1.06678607854362628
Mel80	0.39982554422211025	0.00000000000000000	0.41292461087979421	0.06233963663643667	0.12491020826165893	0.00000000000000000	0.00000000000000000	0.00922161681801295	1.04093310129207328
Mel81	0.58792962112291702	0.00000000000000000	0.32999033765439584	0.05802711084436332	0.02405293037832375	0.00000000000000000	0.00000000000000000	0.03388910224520012	1.04592180056604112
Mel82	0.55298411806565484	0.00000000000000000	0.31971583500626566	0.02798884655681883	0.09931120037126062	0.00000000000000000	0.00000000000000000	0.00190598793394641	1.05146312849094059
Mel84	0.48842089081063433	0.00000000000000000	0.14412002057228959	0.00000000000000000	0.36328552230124522	0.00417356631583091	0.00000000000000000	0.02307695494978093	1.06043148624656469
Mel88	0.45670383140921172	0.00000000000000000	0.16324066377718249	0.02716608687506903	0.35288941793853679	0.00000000000000000	0.00000000000000000	0.05867770783784913	1.04594093403484623
Mel89	0.38683534492069510	0.00000000000000000	0.12517042354556349	0.00000000000000000	0.48799423153374144	0.00000000000000000	0.00000000000000000	0.01863480578619017	1.07365080830365200
Mel94	0.00660861322404411	0.00000000000000000	0.53868745601920820	0.00000000000000000	0.45470393075674764	0.00000000000000000	0.00000000000000000	0.01965134670549100	1.05224054274568313
