Mixture	B	CD4	CD8CD226negNoAct	CD8CD226negPostAct	CD8CD226plusNoAct	CD8CD226plusPostAct	M1	M2	Mono	Neu	NK	P-value	Correlation	RMSE
Mel53	0.23574329032947347	0.42354090105304870	0.00000000000000000	0.00000000000000000	0.04261545379773632	0.01126580143763101	0.06042164355123901	0.07866979114189547	0.09824281099115928	0.01723110001709136	0.03226920768072539	0.00000000000000000	0.67918269976729873	0.93606839440385536
Mel58	0.27882912121672759	0.53086558610864976	0.02372024718827421	0.00000000000000000	0.00844175101869758	0.00619598324640762	0.01666602409715144	0.01973851410261224	0.06775224474185929	0.00240925811444659	0.04538127016517388	0.00000000000000000	0.69125042005239690	0.94927781916367338
Mel59	0.16011963173493129	0.46569781677381533	0.00000000000000000	0.00000000000000000	0.04303915448128383	0.02988259856427103	0.12675643825123356	0.04720807211860973	0.09647527826411632	0.01730265640853423	0.01351835340320466	0.00000000000000000	0.63172892071055742	0.93504571679031767
Mel60	0.31352916541343873	0.45945416597309691	0.00000000000000000	0.00000000000000000	0.02995169832948281	0.01437335072868254	0.04448949457837896	0.02967868420794489	0.07026199294928641	0.01934693021298765	0.01891451760670118	0.00000000000000000	0.63632135715114535	0.95554158964596780
Mel65	0.30671916139714744	0.50262057720718301	0.02153805103269882	0.00000000000000000	0.02998575064077886	0.01582743226133405	0.01835399758417846	0.01925532559529467	0.06710094251738362	0.00342787207177404	0.01517088969222709	0.00000000000000000	0.73374084024037201	0.91266349000330593
Mel67	0.26314757023331398	0.46357243894009437	0.00061129052560425	0.00000000000000000	0.04185232373965826	0.02481044857493793	0.03036587557414367	0.06630398330721561	0.07656361638606829	0.01805580579264059	0.01471664692632313	0.00000000000000000	0.69883760693016994	0.92808816334562338
Mel71	0.24265222979516216	0.46552386658838479	0.00000000000000000	0.00000000000000000	0.03040333785706154	0.00916492227458260	0.06130607782095664	0.02743278575901711	0.09306102718558437	0.02774978381363502	0.04270596890561576	0.00000000000000000	0.66131563504048985	0.95494517018192770
Mel72	0.27012573339954160	0.59765146334962560	0.06718688875794313	0.00000000000000000	0.00000000000000000	0.00510710325773280	0.00316915716446616	0.00226329375030727	0.02461763090800261	0.00365899242139694	0.02621973699098395	0.00000000000000000	0.70432624636403030	0.89729495379325930
Mel74	0.26102492936895122	0.48260284969906436	0.02980981827372376	0.00000000000000000	0.00562758326273630	0.01285369413970281	0.03054058776202012	0.04269167002264582	0.07860946937824435	0.00293177816198229	0.05330761993092899	0.00000000000000000	0.65103730207901900	0.94725349859629293
Mel75	0.25349995191145386	0.44082731209291665	0.00000000000000000	0.02960886823063933	0.06770671046436466	0.02245551430474652	0.03451667998547946	0.02691557285239552	0.06807161574499675	0.00305359978120761	0.05334417463179946	0.00000000000000000	0.57278645994226784	0.91017311219103203
Mel78	0.27420291145648795	0.48618685707701714	0.00321168041240098	0.00000000000000000	0.03921781258676516	0.02264429395043202	0.03227726535288289	0.04882142447465442	0.08213473473908356	0.00000000000000000	0.01130301995027586	0.00000000000000000	0.63431665418509053	0.93683492903618582
Mel79	0.32007290744223571	0.54258220844683880	0.04924355643067043	0.00000000000000000	0.00000000000000000	0.00507905219635888	0.00241391217807847	0.01296371928563412	0.04921238600406956	0.00000000000000000	0.01843225801611401	0.00000000000000000	0.71368771011550114	0.92160566492824625
Mel80	0.22573988467451181	0.40416722878377581	0.00000000000000000	0.00000000000000000	0.04815576119570171	0.03123850079978027	0.06440721114701646	0.09976179327057998	0.08648833617734067	0.01929899264778871	0.02074229130350446	0.00000000000000000	0.71863709857919089	0.91591854369590320
Mel81	0.24360015381423131	0.45483014739536848	0.00000000000000000	0.00000000000000000	0.02776570146459188	0.01253065209149841	0.03042431726124765	0.09369285259933222	0.09202235383944411	0.01952922184457714	0.02560459968970882	0.00000000000000000	0.64343403486393214	0.95883051861810165
Mel82	0.23760043202935155	0.44118644266639473	0.00790568276900927	0.00000000000000000	0.03166411342970124	0.02128879091598563	0.09453155537506619	0.01603842567992809	0.10589227358906703	0.02540285630881349	0.01848942723668284	0.00000000000000000	0.67494945267680273	0.93708861885378669
Mel84	0.25836406334242429	0.43332266337349395	0.00000000000000000	0.00000000000000000	0.03946920252861900	0.01317200553359591	0.05088809020187216	0.05036100002724298	0.10458834244117765	0.03215341092118821	0.01768122163038591	0.00000000000000000	0.68562026061240788	0.93877914055966116
Mel88	0.22704522202594291	0.41527435278063540	0.00000000000000000	0.00000000000000000	0.03409116799551958	0.02154811767690296	0.08763271422553226	0.06927503581396705	0.09965043655940028	0.02402948886706583	0.02145346405503369	0.00000000000000000	0.66942178699887900	0.94538670562045868
Mel89	0.30684027862677077	0.47135457656392565	0.00000000000000000	0.00000000000000000	0.05019447834208426	0.01219601280527599	0.01938828193619455	0.02311313083545569	0.08720884981128134	0.01050891879206182	0.01919547228694990	0.00000000000000000	0.69369361789513395	0.92218503509002758
Mel94	0.30011515002479344	0.51365915022611208	0.00000000000000000	0.00000000000000000	0.03693880916222624	0.01038531978080950	0.03241910044329295	0.01276884274015997	0.07526570142255454	0.00000000000000000	0.01844792620005122	0.00000000000000000	0.72338835314594963	0.93763543768498514
