,coef,abs coef,% total,cum % total,coef OR
EpiDISH_BPRNACan_M0,-0.404612610862711,0.404612610862711,0.3380816167412296,0.3380816167412296,0.6672352404830074
EpiDISH_BPRNACan_NK,0.33010032907220876,0.33010032907220876,0.27582148935395273,0.6139031060951823,1.391107690006504
EpiDISH_BPRNACan_M2,0.19883976464141498,0.19883976464141498,0.1661442755308112,0.7800473816259935,1.2199864652685026
EpiDISH_BPRNACan_Neu,-0.16856073315223913,0.16856073315223913,0.14084406578847916,0.9208914474144727,0.8448799496381232
EpiDISH_BPRNACan_M1,0.09467630423602619,0.09467630423602619,0.07910855258552728,1.0,1.0993029578172155
EpiDISH_BPRNACan_B,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_cancer,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_CD4,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_CD8,0.0,0.0,0.0,1.0,1.0
EpiDISH_BPRNACan_Mono,0.0,0.0,0.0,1.0,1.0
SEX,0.0,0.0,0.0,1.0,1.0
